#The dimension of the shirt S are:
#Torso:	30 x 20
#Arms :	2 x 10 x 34
#Shoul:	5 x 5

#****** S **********
#patch_size	pf
0.5			0.93848
1			0.911942
1.5			0.854946
2			0.882992
2.5			0.829312
3			0.749095
3.5			0.679735
4			0.772014
4.5			0.683957
5			0.814234
5.5			0.620326
6			0.694813
6.5			0.662545
7			0.472859
7.5			0.542823
8			0.463209
8.5			0.522919
9			0.586248
9.5			0.653197
10			0.723764

