#The dimension of the shirt L are:
#Torso:	30.6 x 20.4
#Arms :	2.04 x 10.2 x 34.68
#Shoul:	5.1 x 5.1

#****** L **********
#patch_size	pf
0.5			0.915951
1			0.87653
1.5			0.829573
2			0.848704
2.5			0.797109
3			0.720007
3.5			0.65334
4			0.742036
4.5			0.657398
5			0.782616
5.5			0.596238
6			0.667833
6.5			0.636818
7			0.454497
7.5			0.521744
8			0.445222
8.5			0.502614
9			0.563484
9.5			0.627832
10			0.695659

