#The dimension of the shirt XL are:
#Torso:	30.9 x 20.6
#Arms :	2.06 x 10.3 x 35.02
#Shoul:	5.15 x 5.15

#****** XL **********
#patch_size	pf
0.5			0.922414
1			0.865278
1.5			0.813543
2			0.832304
2.5			0.788813
3			0.706094
3.5			0.654644
4			0.727698
4.5			0.644695
5			0.795919
5.5			0.584716
6			0.654928
6.5			0.624512
7			0.501429
7.5			0.511662
8			0.436619
8.5			0.492901
9			0.552595
9.5			0.6157
10			0.682217

